-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2024 through 08/01/2024 
Location: Latitude  27.7178   Longitude 85.3112 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 776.63 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M        MERRA-2 Temperature at 2 Meters (C) 
T2MDEW     MERRA-2 Dew/Frost Point at 2 Meters (C) 
QV2M       MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M       MERRA-2 Relative Humidity at 2 Meters (%) 
PS         MERRA-2 Surface Pressure (kPa) 
WS10M      MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M      MERRA-2 Wind Direction at 10 Meters (Degrees) 
PSC        MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC        MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: 20-m broadleaf-deciduous trees (75% coverage) (vegtype_2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,T2MDEW,QV2M,RH2M,PS,WS10M,WD10M,PSC,WSC
2024,6,18,21,31.28,18.04,14.16,45.19,91.48,5.11,60.3,93.15,6.37
2024,6,18,22,30.15,18.31,14.4,48.94,91.51,4.85,56.69,93.19,6.01
2024,6,18,23,29.47,18.27,14.34,50.75,91.5,4.2,52.49,93.18,5.26
2024,6,19,0,29.11,18.1,14.16,51.25,91.46,3.31,50.45,93.14,4.37
2024,6,19,1,28.81,17.99,14.1,51.75,91.41,2.39,49.11,93.09,3.56
2024,6,19,2,28.51,17.87,13.98,52.25,91.37,1.78,44.29,93.06,2.96
2024,6,19,3,28.02,17.65,13.79,53.0,91.32,1.48,38.57,93.01,2.62
2024,6,19,4,27.64,17.4,13.61,53.38,91.3,1.42,42.32,92.99,2.29
2024,6,19,5,27.34,17.26,13.49,53.81,91.29,1.25,60.7,92.98,1.94
2024,6,19,6,29.0,16.88,13.18,47.88,91.33,1.6,103.56,93.01,1.82
2024,6,19,7,31.58,15.9,12.45,39.0,91.38,2.13,141.87,93.05,2.12
2024,6,19,8,33.9,15.58,12.21,33.5,91.4,2.76,153.29,93.05,2.62
2024,6,19,9,35.97,15.57,12.15,29.88,91.4,3.12,165.48,93.04,2.86
2024,6,19,10,37.73,15.72,12.27,27.38,91.36,3.38,185.57,93.0,3.12
2024,6,19,11,39.18,15.8,12.33,25.44,91.28,3.74,206.3,92.91,3.57
2024,6,19,12,40.26,15.76,12.33,23.94,91.19,4.13,222.62,92.81,4.09
2024,6,19,13,40.77,15.64,12.21,23.06,91.11,4.39,233.25,92.72,4.49
2024,6,19,14,40.74,15.58,12.21,23.06,91.04,4.41,238.71,92.65,4.63
2024,6,19,15,40.1,15.61,12.21,23.88,90.99,4.02,241.1,92.61,4.34
2024,6,19,16,38.89,15.61,12.21,25.5,90.99,3.41,247.08,92.61,3.78
2024,6,19,17,37.42,15.75,12.33,27.88,91.02,2.75,259.2,92.65,3.14
2024,6,19,18,35.41,16.73,13.12,33.19,91.13,1.79,287.25,92.77,2.29
2024,6,19,19,33.61,18.52,14.65,40.94,91.26,1.62,338.76,92.91,2.1
2024,6,19,20,32.12,19.01,15.08,45.75,91.39,2.34,14.87,93.06,2.85
2024,6,19,21,30.53,18.98,15.01,49.88,91.5,3.35,31.47,93.17,4.27
2024,6,19,22,29.09,19.13,15.08,54.62,91.53,4.5,41.55,93.22,5.49
2024,6,19,23,28.01,19.41,15.38,59.06,91.5,4.91,46.87,93.19,5.78
2024,6,20,0,27.37,19.39,15.32,61.25,91.44,4.59,49.91,93.13,5.43
2024,6,20,1,27.04,19.01,15.01,61.06,91.41,3.9,49.55,93.1,4.69
2024,6,20,2,26.84,18.56,14.59,60.06,91.38,3.19,47.98,93.08,3.96
2024,6,20,3,26.76,18.19,14.22,58.94,91.38,2.55,47.23,93.07,3.56
2024,6,20,4,26.66,18.07,14.16,58.81,91.39,1.67,46.32,93.09,3.08
2024,6,20,5,26.64,18.08,14.16,58.94,91.43,1.46,37.85,93.13,2.73
2024,6,20,6,27.62,17.48,13.61,53.69,91.51,2.1,29.72,93.2,2.69
2024,6,20,7,28.88,16.91,13.18,48.25,91.58,2.22,21.05,93.27,2.41
2024,6,20,8,30.33,16.66,13.0,43.81,91.65,1.55,355.09,93.33,1.64
2024,6,20,9,30.58,16.99,13.24,44.06,91.69,1.34,297.76,93.37,1.3
2024,6,20,10,30.28,17.44,13.61,46.06,91.71,1.9,253.73,93.39,1.71
2024,6,20,11,30.9,17.67,13.79,45.12,91.66,2.1,233.94,93.34,1.85
2024,6,20,12,32.64,17.64,13.85,40.94,91.58,2.0,222.15,93.25,1.72
2024,6,20,13,34.63,17.44,13.67,36.19,91.49,2.31,222.67,93.14,2.0
2024,6,20,14,35.65,17.15,13.49,33.62,91.42,2.74,230.55,93.07,2.53
2024,6,20,15,35.73,16.89,13.24,32.94,91.36,2.88,232.94,93.0,2.74
2024,6,20,16,35.18,16.68,13.06,33.5,91.31,2.74,231.82,92.96,2.69
2024,6,20,17,34.08,16.54,12.94,35.31,91.33,2.5,227.53,92.98,2.56
2024,6,20,18,32.48,17.05,13.37,39.81,91.39,1.88,222.64,93.05,2.22
2024,6,20,19,30.58,18.26,14.34,47.62,91.47,0.83,213.54,93.15,1.38
2024,6,20,20,29.89,18.41,14.47,49.94,91.55,0.36,149.04,93.23,0.62
2024,6,20,21,29.18,18.55,14.59,52.44,91.6,0.59,103.85,93.29,0.87
2024,6,20,22,28.73,18.59,14.59,53.94,91.65,0.71,103.28,93.34,1.09
2024,6,20,23,28.4,18.83,14.77,55.75,91.67,0.81,119.27,93.36,1.31
2024,6,21,0,28.18,19.24,15.2,57.94,91.64,0.9,147.41,93.34,1.52
2024,6,21,1,27.8,19.31,15.26,59.44,91.63,1.01,174.25,93.33,1.76
2024,6,21,2,27.2,20.07,15.99,64.5,91.64,0.92,190.74,93.34,1.75
2024,6,21,3,26.66,20.15,16.05,66.94,91.64,0.75,186.6,93.35,1.36
2024,6,21,4,26.19,20.47,16.42,70.31,91.64,0.65,162.65,93.34,1.11
2024,6,21,5,25.73,20.66,16.6,73.19,91.65,0.69,160.13,93.36,1.07
2024,6,21,6,26.43,20.6,16.54,69.81,91.68,1.13,174.84,93.39,1.42
2024,6,21,7,28.1,20.21,16.11,61.75,91.72,1.73,180.26,93.42,1.71
2024,6,21,8,30.1,19.76,15.69,53.56,91.75,2.08,183.23,93.43,1.87
2024,6,21,9,31.98,19.51,15.44,47.5,91.73,2.68,197.85,93.41,2.33
2024,6,21,10,33.37,19.52,15.5,44.06,91.72,3.26,209.46,93.39,2.88
2024,6,21,11,34.4,19.62,15.62,41.88,91.65,3.51,216.41,93.31,3.16
2024,6,21,12,34.9,19.72,15.75,41.06,91.57,3.64,221.43,93.22,3.34
2024,6,21,13,35.19,19.76,15.81,40.5,91.49,3.77,223.32,93.15,3.56
2024,6,21,14,34.87,19.86,15.93,41.44,91.43,3.95,221.47,93.08,3.84
2024,6,21,15,34.37,19.95,15.99,42.81,91.39,3.84,217.22,93.04,3.82
2024,6,21,16,33.72,19.9,15.93,44.25,91.39,3.5,211.95,93.04,3.56
2024,6,21,17,32.7,19.87,15.87,46.62,91.42,3.2,203.93,93.08,3.36
2024,6,21,18,31.54,19.97,15.93,50.06,91.49,2.74,193.17,93.16,3.22
2024,6,21,19,30.06,20.92,16.85,57.62,91.58,1.74,179.23,93.26,3.01
2024,6,21,20,29.33,21.01,16.91,60.31,91.67,1.68,165.45,93.35,2.91
2024,6,21,21,28.83,20.83,16.72,61.5,91.72,1.65,158.55,93.41,2.81
2024,6,21,22,28.36,20.75,16.66,62.88,91.75,1.55,150.72,93.44,2.67
2024,6,21,23,27.9,20.66,16.54,64.19,91.73,1.5,145.15,93.43,2.68
2024,6,22,0,27.45,20.73,16.66,66.25,91.7,1.48,141.01,93.39,2.73
2024,6,22,1,27.05,20.87,16.78,68.44,91.66,1.42,140.6,93.36,2.73
2024,6,22,2,26.63,21.08,17.03,71.12,91.64,1.25,139.83,93.34,2.41
2024,6,22,3,26.32,21.44,17.46,74.12,91.63,1.13,129.96,93.33,2.07
2024,6,22,4,25.85,21.65,17.7,77.25,91.66,1.18,119.28,93.36,1.9
2024,6,22,5,25.51,21.75,17.82,79.44,91.7,1.2,113.74,93.41,1.75
2024,6,22,6,25.78,21.87,17.94,78.75,91.76,1.21,130.8,93.47,1.7
2024,6,22,7,26.42,21.85,17.88,75.56,91.79,1.52,156.72,93.5,1.73
2024,6,22,8,27.37,21.78,17.76,71.0,91.83,1.88,177.86,93.53,2.0
2024,6,22,9,29.08,21.47,17.4,63.0,91.82,2.43,193.19,93.51,2.4
2024,6,22,10,31.01,21.1,17.03,55.19,91.79,2.8,202.99,93.47,2.65
2024,6,22,11,32.43,20.8,16.72,50.06,91.74,3.14,208.22,93.41,2.97
2024,6,22,12,33.26,20.67,16.66,47.5,91.66,3.47,211.01,93.33,3.36
2024,6,22,13,33.9,20.65,16.66,45.81,91.59,3.69,212.82,93.25,3.64
2024,6,22,14,34.18,20.6,16.6,44.94,91.53,3.78,214.05,93.19,3.82
2024,6,22,15,34.08,20.44,16.48,44.81,91.49,3.61,213.24,93.14,3.71
2024,6,22,16,33.44,20.26,16.3,45.88,91.47,3.22,211.11,93.13,3.39
2024,6,22,17,32.55,20.19,16.17,48.0,91.5,2.69,205.45,93.16,2.92
2024,6,22,18,31.35,20.69,16.66,52.81,91.56,1.81,192.72,93.24,2.36
2024,6,22,19,29.9,21.94,17.94,61.88,91.65,1.24,163.86,93.34,2.08
2024,6,22,20,29.13,21.9,17.88,64.5,91.74,1.34,139.25,93.43,2.38
2024,6,22,21,28.48,21.87,17.82,66.88,91.81,1.44,126.62,93.51,2.69
2024,6,22,22,27.88,21.71,17.64,68.62,91.86,1.53,115.12,93.56,2.95
2024,6,22,23,27.37,21.62,17.58,70.38,91.88,1.61,104.57,93.58,3.23
2024,6,23,0,26.83,21.63,17.58,72.75,91.87,1.73,95.43,93.57,3.43
2024,6,23,1,26.34,21.62,17.58,74.81,91.84,1.88,88.34,93.55,3.55
2024,6,23,2,25.97,21.63,17.64,76.62,91.84,2.08,82.02,93.55,3.59
2024,6,23,3,25.64,21.69,17.7,78.5,91.82,2.33,81.52,93.53,3.64
2024,6,23,4,25.44,21.8,17.82,80.06,91.85,2.32,85.94,93.56,3.53
2024,6,23,5,25.25,21.9,17.94,81.5,91.87,2.18,87.95,93.59,3.28
2024,6,23,6,26.12,22.0,18.01,77.69,91.93,2.57,95.23,93.64,3.09
2024,6,23,7,27.78,21.69,17.64,69.0,91.95,2.76,120.49,93.66,3.14
2024,6,23,8,29.5,21.35,17.21,61.06,91.97,2.86,133.12,93.66,3.1
2024,6,23,9,31.22,21.12,17.03,54.62,91.94,2.97,142.59,93.62,3.1
2024,6,23,10,32.78,20.97,16.91,49.62,91.9,3.17,152.43,93.57,3.21
2024,6,23,11,34.14,20.77,16.72,45.56,91.83,3.38,161.27,93.49,3.36
2024,6,23,12,35.19,20.62,16.6,42.62,91.73,3.6,169.37,93.38,3.56
2024,6,23,13,35.76,20.34,16.36,40.62,91.63,3.77,176.2,93.28,3.75
2024,6,23,14,36.01,20.08,16.11,39.44,91.54,3.92,181.26,93.18,3.95
2024,6,23,15,35.86,19.76,15.81,39.0,91.49,3.88,182.65,93.13,4.0
2024,6,23,16,35.0,19.46,15.5,40.19,91.45,3.65,180.74,93.1,3.91
2024,6,23,17,34.11,19.26,15.32,41.69,91.45,3.27,176.99,93.11,3.65
2024,6,23,18,32.83,19.91,15.93,46.44,91.51,2.31,171.05,93.17,3.27
2024,6,23,19,30.85,21.12,17.09,55.75,91.58,1.7,156.73,93.25,2.99
2024,6,23,20,30.15,20.79,16.72,56.88,91.65,1.76,146.81,93.33,3.05
2024,6,23,21,29.61,20.59,16.48,57.94,91.69,1.71,140.56,93.38,2.92
2024,6,23,22,29.08,20.51,16.42,59.38,91.72,1.6,129.05,93.41,2.62
2024,6,23,23,28.45,20.39,16.3,61.12,91.73,1.56,110.79,93.42,2.53
2024,6,24,0,27.94,20.26,16.17,62.56,91.72,1.63,94.67,93.41,2.71
2024,6,24,1,27.54,20.17,16.05,63.62,91.7,1.71,84.5,93.4,2.95
2024,6,24,2,27.33,20.2,16.11,64.56,91.71,1.7,78.07,93.41,3.1
2024,6,24,3,27.09,20.3,16.17,65.81,91.73,1.74,79.14,93.43,3.28
2024,6,24,4,26.86,20.38,16.3,67.12,91.73,1.73,88.44,93.43,3.32
2024,6,24,5,26.79,20.41,16.3,67.56,91.74,1.69,100.64,93.44,3.32
2024,6,24,6,28.46,20.61,16.48,61.94,91.76,2.38,118.58,93.46,3.09
2024,6,24,7,30.4,20.51,16.42,55.12,91.79,2.8,154.15,93.48,3.09
2024,6,24,8,31.82,20.35,16.3,50.44,91.76,2.7,174.19,93.43,2.75
2024,6,24,9,33.13,20.23,16.17,46.56,91.74,2.58,192.43,93.41,2.45
2024,6,24,10,34.41,20.16,16.17,43.25,91.7,2.76,204.97,93.35,2.56
2024,6,24,11,35.35,20.19,16.24,41.19,91.64,3.1,209.6,93.29,2.95
2024,6,24,12,35.76,20.26,16.3,40.44,91.53,3.44,211.81,93.18,3.37
2024,6,24,13,36.07,20.33,16.42,39.94,91.42,3.69,213.25,93.07,3.71
2024,6,24,14,36.4,20.34,16.42,39.25,91.33,3.9,214.23,92.97,4.02
2024,6,24,15,36.34,20.27,16.36,39.19,91.27,4.05,216.21,92.91,4.26
2024,6,24,16,35.62,20.09,16.17,40.38,91.24,3.96,218.27,92.88,4.3
2024,6,24,17,34.75,20.05,16.11,42.19,91.25,3.65,216.82,92.9,4.15
2024,6,24,18,33.48,20.66,16.72,46.94,91.3,2.64,211.34,92.96,3.81
2024,6,24,19,31.66,21.57,17.58,54.69,91.37,1.92,201.76,93.04,3.71
2024,6,24,20,30.99,21.48,17.46,56.5,91.45,1.94,197.56,93.12,3.76
2024,6,24,21,30.5,21.49,17.46,58.12,91.5,1.93,194.77,93.18,3.77
2024,6,24,22,30.08,21.53,17.52,59.69,91.54,1.86,192.63,93.22,3.65
2024,6,24,23,29.7,21.52,17.52,61.0,91.52,1.72,190.75,93.2,3.35
2024,6,25,0,29.39,21.55,17.52,62.19,91.5,1.52,188.59,93.19,2.9
2024,6,25,1,29.05,21.63,17.64,63.75,91.47,1.33,188.08,93.15,2.48
2024,6,25,2,28.69,21.56,17.58,64.81,91.45,1.13,188.75,93.13,2.03
2024,6,25,3,28.28,21.62,17.64,66.62,91.42,0.98,184.12,93.11,1.75
2024,6,25,4,27.84,21.64,17.64,68.44,91.45,0.91,166.56,93.14,1.66
2024,6,25,5,27.51,21.64,17.64,69.81,91.5,1.11,145.07,93.19,2.0
2024,6,25,6,28.09,21.61,17.58,67.31,91.57,1.93,134.02,93.26,2.43
2024,6,25,7,29.44,21.34,17.27,61.25,91.63,2.29,155.8,93.31,2.56
2024,6,25,8,31.01,20.87,16.78,54.38,91.63,2.43,177.42,93.31,2.57
2024,6,25,9,32.53,20.5,16.48,48.94,91.63,2.49,189.2,93.3,2.5
2024,6,25,10,33.98,20.22,16.24,44.44,91.6,2.56,195.56,93.26,2.49
2024,6,25,11,35.01,20.03,16.05,41.56,91.53,2.79,195.75,93.19,2.74
2024,6,25,12,35.48,19.98,16.05,40.38,91.46,3.08,192.77,93.11,3.08
2024,6,25,13,35.59,20.02,16.11,40.25,91.4,3.36,186.81,93.04,3.43
2024,6,25,14,35.47,20.17,16.24,40.88,91.34,3.69,176.36,92.98,3.79
2024,6,25,15,34.72,20.46,16.54,43.31,91.31,4.11,161.05,92.96,4.27
2024,6,25,16,33.31,20.9,16.97,48.06,91.3,4.57,146.64,92.96,4.83
2024,6,25,17,31.66,21.44,17.46,54.31,91.31,4.89,132.99,92.98,5.35
2024,6,25,18,30.0,21.87,17.88,61.19,91.37,5.05,122.8,93.04,5.87
2024,6,25,19,28.43,22.19,18.25,68.44,91.48,4.75,120.74,93.17,5.8
2024,6,25,20,27.49,22.36,18.43,73.12,91.61,4.27,119.99,93.31,5.25
2024,6,25,21,27.1,22.26,18.31,74.38,91.69,3.74,121.66,93.39,4.66
2024,6,25,22,26.73,22.2,18.25,75.81,91.74,3.27,121.9,93.45,4.09
2024,6,25,23,26.37,22.21,18.31,77.56,91.75,2.79,116.42,93.45,3.48
2024,6,26,0,26.07,22.27,18.37,79.31,91.7,2.25,110.95,93.41,2.79
2024,6,26,1,25.8,22.28,18.43,80.69,91.66,1.74,108.6,93.37,2.12
2024,6,26,2,25.61,22.32,18.49,81.81,91.63,1.35,113.59,93.33,1.6
2024,6,26,3,25.46,22.36,18.55,82.81,91.58,1.35,121.76,93.29,1.6
2024,6,26,4,25.33,22.43,18.62,83.81,91.59,1.59,128.0,93.29,1.93
2024,6,26,5,25.3,22.54,18.74,84.56,91.61,1.87,133.31,93.32,2.38
2024,6,26,6,25.4,22.8,19.04,85.44,91.64,2.46,139.89,93.35,2.96
2024,6,26,7,25.9,23.12,19.41,84.56,91.68,3.24,151.83,93.39,3.78
2024,6,26,8,26.63,23.52,19.9,82.88,91.7,4.2,159.64,93.4,4.85
2024,6,26,9,27.26,23.82,20.2,81.19,91.72,5.34,164.72,93.42,6.16
2024,6,26,10,27.53,24.01,20.45,80.88,91.77,5.95,162.18,93.47,6.84
2024,6,26,11,27.53,24.08,20.51,81.19,91.77,6.24,154.88,93.47,7.2
2024,6,26,12,27.29,23.99,20.45,82.0,91.76,6.11,146.0,93.46,7.04
2024,6,26,13,27.06,23.76,20.14,81.94,91.73,5.68,136.11,93.43,6.58
2024,6,26,14,27.03,23.49,19.84,80.69,91.67,5.1,127.54,93.37,5.91
2024,6,26,15,27.16,23.31,19.59,79.19,91.63,4.19,119.72,93.33,4.85
2024,6,26,16,27.25,23.21,19.47,78.25,91.58,3.1,111.91,93.28,3.67
2024,6,26,17,27.22,23.26,19.53,78.69,91.59,2.07,106.45,93.29,2.69
2024,6,26,18,26.75,23.66,20.08,83.0,91.64,1.25,106.73,93.34,2.1
2024,6,26,19,26.1,23.47,19.84,85.31,91.77,1.16,69.85,93.48,2.05
2024,6,26,20,25.65,23.16,19.41,86.06,91.93,1.75,47.71,93.64,3.3
2024,6,26,21,25.44,22.74,18.92,84.88,92.02,1.95,59.23,93.74,3.78
2024,6,26,22,25.02,22.04,18.07,83.38,92.08,2.22,62.26,93.8,4.24
2024,6,26,23,24.34,21.26,17.21,82.75,92.08,2.66,57.62,93.8,4.78
2024,6,27,0,23.86,20.52,16.48,81.38,92.01,2.83,55.34,93.74,4.89
2024,6,27,1,23.76,19.92,15.87,78.81,91.94,2.6,50.61,93.66,4.5
2024,6,27,2,23.87,19.59,15.5,76.62,91.87,2.27,41.65,93.59,3.95
2024,6,27,3,24.09,19.38,15.32,74.56,91.81,2.01,35.98,93.53,3.56
2024,6,27,4,24.43,19.07,15.01,71.62,91.79,1.72,31.81,93.51,3.0
2024,6,27,5,25.03,18.85,14.77,68.06,91.83,1.45,22.83,93.54,2.4
2024,6,27,6,26.83,19.83,15.69,64.94,91.88,1.17,15.05,93.59,1.71
2024,6,27,7,29.31,18.56,14.53,52.06,91.93,0.11,282.09,93.62,0.25
2024,6,27,8,30.98,18.64,14.59,47.62,91.97,1.52,188.55,93.66,1.53
2024,6,27,9,31.88,19.05,15.01,46.44,92.01,1.99,184.95,93.69,1.92
2024,6,27,10,32.73,19.49,15.44,45.56,92.01,2.08,181.08,93.68,2.02
2024,6,27,11,33.57,19.72,15.69,44.12,91.94,2.24,177.0,93.61,2.21
2024,6,27,12,34.2,19.98,15.93,43.25,91.86,2.45,179.08,93.53,2.46
2024,6,27,13,34.53,20.21,16.17,43.12,91.78,2.63,185.96,93.44,2.7
2024,6,27,14,34.26,20.39,16.36,44.19,91.72,2.78,192.48,93.38,2.95
2024,6,27,15,33.65,20.69,16.66,46.56,91.66,2.85,193.47,93.32,3.18
2024,6,27,16,32.56,21.19,17.15,50.88,91.62,2.8,191.75,93.29,3.34
2024,6,27,17,31.51,21.65,17.64,55.44,91.63,2.73,186.9,93.3,3.49
2024,6,27,18,30.28,22.44,18.49,62.38,91.68,2.2,180.0,93.36,3.56
2024,6,27,19,29.0,23.06,19.23,69.81,91.74,1.85,169.07,93.43,3.81
2024,6,27,20,28.37,22.78,18.86,71.19,91.81,2.19,158.46,93.5,4.43
2024,6,27,21,27.81,22.57,18.62,72.69,91.88,2.65,151.62,93.58,4.89
2024,6,27,22,27.22,22.56,18.62,75.25,91.93,2.83,145.92,93.63,4.81
2024,6,27,23,26.65,22.65,18.74,78.38,91.94,2.54,141.75,93.65,4.27
2024,6,28,0,26.05,22.67,18.8,81.44,91.91,2.08,138.65,93.62,3.51
2024,6,28,1,25.6,22.62,18.8,83.44,91.87,1.78,135.18,93.59,3.05
2024,6,28,2,25.17,22.5,18.68,85.0,91.84,1.73,133.35,93.55,2.87
2024,6,28,3,24.84,22.38,18.55,86.12,91.83,1.67,132.35,93.54,2.75
2024,6,28,4,24.58,22.3,18.43,87.0,91.84,1.68,129.33,93.55,2.84
2024,6,28,5,24.52,22.35,18.49,87.69,91.87,1.76,127.43,93.59,2.91
2024,6,28,6,25.29,22.48,18.62,84.38,91.91,2.5,132.72,93.63,3.01
2024,6,28,7,26.42,22.53,18.62,78.94,91.93,2.83,148.77,93.63,3.19
2024,6,28,8,27.9,22.4,18.43,71.5,91.91,2.84,163.06,93.61,2.96
2024,6,28,9,29.28,22.31,18.31,65.56,91.89,2.89,176.74,93.58,2.83
2024,6,28,10,30.46,22.36,18.37,61.44,91.82,3.04,187.23,93.5,2.91
2024,6,28,11,31.27,22.37,18.37,58.69,91.74,3.31,191.87,93.42,3.2
2024,6,28,12,31.97,22.4,18.43,56.5,91.65,3.53,192.65,93.32,3.5
2024,6,28,13,32.26,22.41,18.49,55.62,91.56,3.62,192.45,93.23,3.69
2024,6,28,14,32.24,22.34,18.43,55.5,91.49,3.59,191.92,93.15,3.73
2024,6,28,15,31.9,22.26,18.31,56.25,91.44,3.41,183.94,93.1,3.65
2024,6,28,16,31.28,22.25,18.31,58.25,91.4,3.23,171.22,93.07,3.58
2024,6,28,17,30.47,22.31,18.37,61.19,91.4,3.1,156.86,93.08,3.61
2024,6,28,18,29.31,22.48,18.55,66.06,91.46,2.87,142.85,93.14,3.76
2024,6,28,19,27.99,22.73,18.86,72.56,91.53,2.32,132.95,93.23,4.24
2024,6,28,20,27.44,22.69,18.86,74.88,91.6,2.71,130.21,93.3,4.62
2024,6,28,21,26.97,22.76,18.92,77.44,91.65,2.57,134.51,93.35,4.42
2024,6,28,22,26.64,22.83,19.04,79.31,91.66,2.22,142.28,93.37,3.96
2024,6,28,23,26.3,22.89,19.1,81.31,91.67,1.79,149.85,93.37,3.45
2024,6,29,0,26.07,22.9,19.17,82.5,91.65,1.45,155.5,93.36,2.96
2024,6,29,1,25.84,22.79,19.04,83.06,91.62,1.26,154.38,93.33,2.61
2024,6,29,2,25.61,22.62,18.86,83.44,91.6,1.25,150.88,93.31,2.64
2024,6,29,3,25.45,22.49,18.68,83.56,91.6,1.27,145.24,93.31,2.61
2024,6,29,4,25.4,22.44,18.62,83.5,91.6,1.19,132.88,93.31,2.42
2024,6,29,5,25.33,22.36,18.55,83.5,91.63,1.17,123.26,93.34,2.25
2024,6,29,6,26.01,22.44,18.62,80.44,91.67,1.65,132.51,93.37,2.1
2024,6,29,7,27.08,22.34,18.43,74.88,91.73,1.9,164.02,93.43,2.12
2024,6,29,8,28.24,22.32,18.37,69.75,91.76,2.0,183.35,93.45,2.04
2024,6,29,9,29.69,22.32,18.31,64.0,91.75,2.08,196.39,93.44,2.03
2024,6,29,10,31.02,22.34,18.37,59.38,91.73,2.26,205.77,93.41,2.18
2024,6,29,11,32.34,22.4,18.43,55.38,91.66,2.6,210.58,93.33,2.52
2024,6,29,12,33.34,22.37,18.43,52.31,91.58,3.1,213.69,93.24,3.08
2024,6,29,13,33.73,22.29,18.37,50.94,91.5,3.57,216.37,93.16,3.67
2024,6,29,14,33.81,22.33,18.43,50.88,91.44,3.84,218.55,93.09,4.06
2024,6,29,15,33.4,22.39,18.49,52.19,91.41,3.87,219.44,93.07,4.21
2024,6,29,16,32.78,22.29,18.37,53.69,91.38,3.65,219.44,93.04,4.1
2024,6,29,17,31.73,22.5,18.62,57.62,91.41,3.14,217.53,93.08,3.79
2024,6,29,18,30.4,22.7,18.8,62.88,91.49,2.35,208.87,93.17,3.25
2024,6,29,19,28.95,23.65,19.96,72.62,91.56,1.48,192.79,93.25,2.8
2024,6,29,20,28.27,23.48,19.78,74.81,91.63,1.38,174.48,93.33,2.67
2024,6,29,21,27.65,23.27,19.53,76.62,91.7,1.39,158.5,93.39,2.75
2024,6,29,22,27.03,23.08,19.29,78.62,91.73,1.56,146.47,93.43,3.01
2024,6,29,23,26.43,23.01,19.23,81.25,91.73,1.95,141.98,93.44,3.26
2024,6,30,0,25.76,23.13,19.41,85.25,91.73,2.11,147.72,93.44,3.22
2024,6,30,1,25.2,23.18,19.53,88.56,91.7,2.01,155.92,93.41,3.05
2024,6,30,2,24.8,23.16,19.53,90.69,91.66,1.71,162.15,93.37,2.61
2024,6,30,3,24.58,23.18,19.53,92.0,91.61,1.42,163.66,93.32,2.18
2024,6,30,4,24.37,23.12,19.47,92.81,91.57,1.24,162.02,93.28,1.8
2024,6,30,5,24.31,22.96,19.29,92.25,91.55,0.91,163.11,93.26,1.23
2024,6,30,6,25.2,22.88,19.17,86.94,91.55,1.02,183.96,93.26,1.11
2024,6,30,7,26.76,22.84,19.04,78.81,91.59,1.33,217.14,93.29,1.26
2024,6,30,8,28.56,22.73,18.86,70.12,91.6,1.74,232.67,93.29,1.57
2024,6,30,9,30.35,22.59,18.68,62.69,91.61,2.12,231.14,93.29,1.92
2024,6,30,10,31.69,22.53,18.62,57.88,91.61,2.58,222.3,93.28,2.4
2024,6,30,11,32.75,22.49,18.55,54.44,91.57,3.13,217.18,93.24,3.0
2024,6,30,12,33.44,22.27,18.37,51.69,91.5,3.72,216.8,93.16,3.64
2024,6,30,13,33.7,22.05,18.13,50.31,91.41,4.27,218.76,93.07,4.31
2024,6,30,14,33.58,21.9,18.01,50.19,91.34,4.72,221.51,93.0,4.92
2024,6,30,15,33.12,21.79,17.88,51.12,91.29,4.97,222.19,92.95,5.38
2024,6,30,16,32.12,21.72,17.76,53.81,91.28,4.67,222.15,92.94,5.34
2024,6,30,17,31.13,21.9,17.94,57.5,91.31,3.9,222.64,92.98,4.82
2024,6,30,18,29.99,22.06,18.13,61.94,91.37,2.92,222.07,93.05,4.05
2024,6,30,19,28.66,22.78,18.92,70.0,91.46,1.81,218.85,93.15,3.48
2024,6,30,20,28.23,22.7,18.86,71.5,91.54,1.63,218.79,93.23,3.15
2024,6,30,21,27.85,22.62,18.74,72.75,91.6,1.49,221.19,93.29,2.86
2024,6,30,22,27.51,22.55,18.68,73.94,91.62,1.38,223.39,93.32,2.65
2024,6,30,23,27.1,22.42,18.55,75.19,91.61,1.23,226.28,93.31,2.43
2024,7,1,0,26.66,22.28,18.37,76.5,91.6,1.09,227.04,93.3,2.13
2024,7,1,1,26.33,22.05,18.13,76.94,91.55,0.81,223.43,93.25,1.6
2024,7,1,2,25.98,21.92,18.01,77.94,91.5,0.61,214.51,93.2,1.21
2024,7,1,3,25.71,21.85,17.94,78.94,91.47,0.33,191.04,93.17,0.56
2024,7,1,4,25.57,21.79,17.88,79.31,91.44,0.34,117.15,93.14,0.49
2024,7,1,5,25.49,21.89,18.01,80.19,91.41,0.37,147.99,93.12,0.57
